

istanze/10_rand_dataset

4	9,9847	373,05	430,155	408,661	276,14	313,67	315,557	314,596	0,2787

1	11,6712	405,915	491,726	453,888	697,794	366,82	397,589	382,878	105,662
2	11,6189	403,469	532,691	463,637	1151,12	393,798	404,724	399,129	7,003
3	11,6064	357,205	515,359	458,223	2181,94	320,892	320,892	320,892	0
4	11,3095	467,386	534,088	488,137	488,21	416,123	442,467	428,494	49,1833


istanze_circle/10_circle_dataset

1	0,5977	225,682	255,281	236,227	95,0777	225,682	230,377	226,152	1,98363
2	0,614	247,148	290,492	267,54	228,381	229,968	248,811	233,736	56,8071
3	0,6283	164,808	244,346	218,113	507,403	151,944	151,944	151,944	0
4	0,6156	98,2724	122,763	104,238	55,9859	98,1439	98,1439	98,1439	0

1	1,3218	316,725	402,864	353,571	481,302	264,681	270,269	269,152	4,99669
2	1,346	291,711	345,783	318,892	332,906	238,428	267,911	250,485	190,304
3	1,3095	296,645	381,977	351,295	634,356	258,023	258,023	258,023	0
4	1,2957	407,031	450,634	429,859	186,441	373,909	396,324	385,054	46,7798

1	2,1233	433,808	529,676	494,041	699,422	408,485	451,55	421,254	222,206
2	2,1231	392,097	495,506	448,733	1337,87	380,674	395,185	386,168	22,7962
3	2,1264	402,433	517,717	461,922	1495,45	390,255	416,005	401,585	62,3555
4	2,111	257,915	306,929	277,852	183,287	249,951	270,685	258,209	45,5857

1	3,0838	367,177	438,185	415,497	448,02	338,824	349,436	342,229	16,8105
2	3,0766	342,698	419,243	381,15	541,095	285,975	350,405	302,298	652,158
3	3,0712	468,238	529,178	497,6	448,819	411,622	445,11	423,662	98,7935
4	3,0621	204,918	275,32	242,68	518,775	196,421	198,922	197,736	0,686288

1	4,1291	329,737	430,396	373,292	999,749	298,354	310,821	300,214	13,5035
2	4,1502	457,335	562,949	507,806	928,311	432,521	460,343	446,078	119,952
3	4,1468	296,56	427,396	387,447	1386,48	284,7	382,907	299,04	792,477
4	4,1371	393,275	443,9	427,652	249,546	381,692	421,943	398,965	129,984

1	5,2908	364,621	415,922	387,094	186,091	331,551	389,783	344,561	246,784
2	5,3064	414,225	501,487	458,209	688,033	381,601	452,656	399,7	624,48
3	5,2943	248,17	343,569	287,034	1218,55	229,035	236,399	232,621	9,67282
4	5,2938	554,719	654,561	587,565	697,053	454,897	481,162	472,103	53,536

1	6,5921	307,199	377,18	345,603	547,848	277,868	285,633	281,708	6,14149
2	6,5824	283,527	328,112	303,812	240,146	255,252	272,312	263,796	39,7732
3	6,6033	356,177	429,671	396,295	520,414	338,821	345,321	343,922	4,06785
4	6,5835	516,939	580,076	542,148	456,912	453,074	501,886	468,065	168,784

1	8,0401	630,14	686,655	648,732	234,636	568,645	602,022	582,177	81,4392
2	8,0049	432,605	499,314	472,147	350,644	404,712	433,346	419,385	103,125
3	7,9376	158,345	201,728	179,055	189,296	145,478	151,411	148,08	3,57106
4	7,9522	232,849	278,35	245,342	160,01	226,094	240,321	231,124	14,2396

1	9,5517	406,761	507,279	465,357	763,969	368,213	423,155	383,973	379,251
2	9,4929	400,622	477,742	445,09	452,79	379,671	433,013	403,427	395,65
3	9,5208	280,556	409,665	333,325	1422,57	264,643	270,928	268,7	2,8768
4	9,5185	445,419	543,099	480,97	1049,84	445,404	466,786	455,16	58,8134

1	11,2203	548,316	656,306	599,855	1249,72	534,59	559,544	546,812	38,246
2	11,1491	593,555	704,745	659,602	1102,48	538,758	595,81	572,366	402,134
3	11,15	452,994	523,688	490,234	692,213	415,952	448,192	429,244	79,4038
4	11,1736	307,641	370,208	342,986	331,568	300,029	321,576	311,264	53,093
